,User,Chat
968,왕만두조아,그미드팬들 발작 ON!!!  ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 응 어차피 우승은 담원기아야
969,holycys,빠끄
970,3급기관사,버돌은 킹겐부터 이기고오자
971,천랑성운,양 소 인
972,조영남은화개장터,눈도크고 눈동자도 커서 무섭다..
973,지존짭세,롤의신 ㄷㄷ
974,엔케이1342,그놈의 돌림찬 감독 ㅋㅋㅋㅋ
975,반디팬,눈나
976,엉클파카,안그래도 눈 큰데 화장까지 저렇게 했다냐 징그러울 정도네;;
977,마이뭇다아이가,양 소 인
978,ehgud1110,쵸쇼대전 드가자
979,한포크,오늘도 양감독 춤 좀 추나
980,1번뽑았습니다,담민이들 맞아야겠지?
981,kimx7155,줴가 연구 마니 해와꺼뜬여 ㅋ.ㅋ.ㅋ.
982,showmaker_kkens_chovy,담원기아 파이티이이잉!!
983,김선후후후시딘,젠지가자
984,jh3217973,예쁘시긴 하다
985,ky1325,"겁나 예쁘다.,"
986,423g,젬쥐
987,김떡봉,아오오니
988,누들___,젠지 가만히 있는게 아니고 팬수가 적음
989,entice97,얼굴이 작으니까 코가 상대적으로 커보인다
990,fkffh95,정현이는 이미 축구선수한테 가버림;;
991,개망떡,쇼메 키만큼 작은거 온다
992,sagria04,젠지 압승 ㄷㄷ
993,헬로우181818,"LCK 빈집 아닌 적 = 2016, 2017 끝"
994,lbs0620,젠첩들 오늘 기강 좀 잡자ㅋㅋㅋㅋㄴㅋ\
995,반디팬,지들이 먼저 털어넣고 그만하라니
996,헉슬리이,킹 대 인
997,kijun3070,양 소 인
998,카롱단_조하영,담원은 3위 챔피언쉽 포인트나 챙길준비해
999,아이셔소다맛,응 2군끼고 다 이겼어
1000,나윗,개이쁘다
1001,찬지,이쁜척하는거 꼴보기싫네..
1002,lsrrokmv,너무 커서 무섭긴해;;
1003,일치로_,@조하나 팬끼리 싸우는게 아니라 롤갤vs롤갤임 ㅇㅇ
1004,yomadayo,음 소 원숭이
1005,태어난_김에_사는_사람,아 맞다 2군 이었지?
1006,palmstearin,2군미드오펠리아한테찢기는 ^쇼^
1007,nyk0227,오펠한테 졌어??
1008,무과금시청자임,담원따위 쵸비가 나설필요도 없다
1009,taerin232,^무^력
1010,dltmdals0929,크은거 온다
1011,whddls1225,양
1012,조영남은화개장터,양 중 인
1013,왕만두조아,3대미드 쇼쵸페 아물론 마지막은 ^페이트^
1014,만신김성모,^무^력
1015,showmaker_kkens_chovy,담원기아 파이팅!!
1016,지존짭세,^무^력
1017,sjhh0858,187cm vs 155.7 cm
1018,silersiler,쵸비 vs 쇼멬이컼ㅋㅋㅋ기
1019,얏콜,경기도 없는 티원꺼내서 까는 그분들은 뭐지..열등감..?
1020,kkoook2,오늘 담원이 이기면 오펠리아 >> 쵸비 확정이냐?
1021,한포크,5꽉 해서 포인트 좀 먹어보자. 난 5번 다 맞춘다
1022,깨문다람쥐,오펠리아>>>초ㅂ쵸
1023,순응_,오늘 담원 줘터지는거 보러온사람 손
1024,니베리,니베리 subscribed at Tier 1. 
1025,나부랭2,ㅎ
1026,보색샴푸,못하는걸 팀적으로한다고 커버쳐주네 ㅋㅋ
1027,금빛인장,능지
1028,루팡은루팡해,바부야
1029,무지렁이먹는수달,둘이 잘어울리네
1030,wlgnt159,ㅇㅅㅇ
1031,lyhoya,치킨 안시킨 흑우 없제?
1032,choiwill,미드차이많이남 키차이가
1033,lbs0620,젠첩들 오늘 기강 좀 잡자ㅋㅋㅋㅋㅋㅋㅋ
1034,진짜몰라서물음,헉
1035,strawberrybl0ss0m,ㅋㅋㅋㅋㅋㅋ
1036,_미루나,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1037,꼬꼬마세범,ㅋㅋㅋㅋㅋㅋㅋ\
1038,dbcldnjs9999,그..날?
1039,달의어금니,ㅋㅋㅋㅋㅋㅋ
1040,미안하다_이거보여주려고,헉
1041,치즈티즈,2군한테 패배한 담원이 어떻게 결승에 갈까용?
1042,persia_0,치킨 시켰다 제발 빨리 끝내지만 말아라
1043,minwoo0869,왜케 윤수빈 아나운서 욕하는 글이 갑자기 올라오냐 평생 저런 사람 만나지도 못하는 것들이 ㅋ
1044,조하나,롤갤이 뭐임??
1045,Vpjunu9,ㄱㅋㅋㅋㄱㄱㅋ시ㅣㅣㅣ발 ^무^력
1046,hanul227,그날이 오면
1047,calintz304,그날엔
1048,zzzzak728,녹화방송임?
1049,megatrone54,녹방 ㅋㅋㅋ
1050,슬각,진짜 좋나이쁘다
1051,bch7005,눈나ㅏㅏㅏㅏ
1052,게임프랜드,방송 한두번하나? ㅋ
1053,포켓몬홍보대사,수빈이 진짜 귀엽다
1054,qopals,쭈글 헬리오스
1055,poket77,바뷰야
1056,scienpr,그 날? ㄷㄷㄷ
1057,palmstearin,그날?????
1058,skqlaoemq122,187cm vs 155.7cm ㄷㄷ
1059,알알알얼얼얼,둘이..뭐해..?
1060,pjw0425gp,눈나 눈웃음.. 좋다 좋아
1061,차레이,쭈굴 ㅋㅋㅋㅋㅋㅋㅋ
1062,복숭아아메리카노,녹화 ㅋㅋ
1063,lsrrokmv,아 ㅋㅋ 오늘이라고 ㅋㅋ
1064,windstar1478,zzzzzzzzzzzzzz
1065,dgw1914,젠지야 올인 간다~~
1066,yomadayo,음 소 유인
1067,찬지,헉 그날이야?
1068,tictvhtw,그날 바로 시작
1069,곰탱이밤탱이,그날이 오면 ㄷㄷㄷㄷ
1070,늘미소한,젠지 팬이긴 한데 페이커는 왜 무시하는거임 ㅋㅋ 이번시즌 진짜 잘하는것 같은데
1071,꼬마사서,@choiwill 30은날듯
1072,헬로우181818,쵸맘들 윤수빈 담원 유니폼 입었다고 빡침 ㅋㅋ
1073,gkd004,윤수빈누나예쁘다
1074,sleepwantsme,치킨 드가자~
1075,푸지우지,고장났네 ㅋㅋ
1076,함초롬체,젠지보다 담원이 세다니까 ㄹㅇ ㅋㅋ
1077,Vcoc2002,눈나 눈웃음봐
1078,개망떡,치킨? 3ㄷ0
1079,쉐도우레이즈,개갈구네 ㅋㅋㅋ
1080,인페르노쉴드,눈나 개조아
1081,choiengin,왜캐ㅣ 이쁨?
1082,요조숙남,사랑했다
1083,lkmay1,둘이 사귀나
1084,얄탁꾸리,먼 죄다 치킨이야 치킨만먹음?
1085,phsphsphs209,젠지 올인 드가자
1086,초코맛소보로빵,ㅋㅋㅋㅋㅋㅋㅋ 겁나 돌리네
1087,이건좀논란이있겠는걸,치킨 시켜?
1088,은하제일검,수빈누나 너무 귀여워 ㅠㅠㅠㅠ
1089,바닷게,동진이 진짜 쓰레기 같네 ㅋㅋㅋㅋㅋㅋㅋ
1090,hanrabong1,멸망전 드가자
1091,카롱단_조하영,담민이 시끼들 자꾸 남의 팀 까내리지 말고 경기나 보거래이
1092,천연사이다,그날이구나
1093,tjsanf1992,자 드가자
1094,렁태짱,가보자ㅏ
1095,jjackjjack1234,젠지야 믿고 올인간다
1096,조영남은화개장터,치킨이 식기전에 돌아오겠소
1097,silersiler,오
1098,zzzzak728,저런 여자는 막상 사귀면 쉽게 질림?
1099,qopals,오늘 3:0 나오나?
1100,suwan213,자 드가자
1101,plasio__,채팅수준봐 ㅉㅉ
1102,왕만두조아,3대미드 쇼쵸페 아 물론 마지막은 ^페이트^ 어차피 우승은 담원기아
1103,재기발라란활동가,치킨 시키자
1104,겨털찰랑,커비 닮으셨내 눈 입 다커
1105,entice97,님들 아칼리 스킨 추천점요
1106,scienpr,그 날엔 좀 힘들긴하지; ㅎㅎ
1107,choiwill,지금시키면 먹을순잇다
1108,palmstearin,ㄹㅇ 치킨만있어??
1109,앵무새는또또캐,오늘은 치킨 시켜도대나??
1110,strawberrybl0ss0m,드가즈아
1111,blackrobot7388,젠지 드가자
1112,곰돌버거,오 ㅎㅇㅎㅇ ㅋㅋ
1113,jwymj129,롤갤 멸망의 날 ㅋㅋㅋ
1114,로제떡볶이의무덤,치킨 조질까? 뭐시키지
1115,dkesjung,드가자~
1116,루팡은루팡해,응너야
1117,h33720_,담기는 현 탑 0티어 너구리나 데려와라
1118,tomc9,bbq가 돈을 많이 주잖아 킹쫄수 없지
1119,아르토리아크,치킨충들 때문에 치킨 한마리 3만원 얘기가 나오는거 아니야 다른거좀 처먹어라
1120,sbean04,ㅋㅋㅋ 담원 어차피 젠지한테 3대떡인데 보는게맞나
1121,쿠팡팡쿠,작은거 온다 ㄷㄷ
1122,평화로운가이드,제발 3:2 제발 3:@
1123,컴공의비애,중국집 시켰다 ㅋ
1124,자드가자드가자드가자,오늘은 치킨시킬만한 매치네요 대떡은 안나올듯
1125,헬로우181818,티원도 젠지보다 담원이 더 쎄다함 ㅅㄱ
1126,교촌맨,큰거온다
1127,최선입니다,오늘 풀세트 가겠지?
1128,벨즈빔,예언한다 젠지가 3대1 승리함 ㅅㄱ
1129,dkdldk91,드가자ㅏㅏ
1130,sagria04,캬
1131,老鼠333,설렌다
1132,리리쨩다이스키,담민이 멸망전
1133,복숭아아메리카노,자 젠지가보자잇
1134,지니가,t1 vs gen
1135,cuatran201,mấy giờ đánh vậy
1136,김종잠,문열어~
1137,변격동사,오늘은 좀 볼만하려나
1138,원원투투,ㄹㄸㅈ
1139,곰탱이밤탱이,탑 서폿 얘기도 좀 해주지 너무 편파적이야
1140,gkslgksmfdl,젠지 3대 0 예상
1141,쵸비상182,류또죽
1142,금빛인장,류또죽
1143,kric2345,류 또죽
1144,showmaker_kkens_chovy,담원기아 파이팅!!!
1145,두꺼비성운,캬
1146,myjgh1231,아으 잼겠당
1147,akromancy,Hey akro
1148,얄탁꾸리,컵라면 올려놨다 질문받는다
1149,jju2799,작은거온다 ㄷㄷ
1150,manti12452,큰거온다
1151,다우존스,컵라면 끓이고 있다
1152,천랑성운,류또죽
1153,한화무패우승,큰거온다
1154,자연파마,@buds1234 서드 미드 쇼메이커
1155,에따봉,류또죽
1156,조영남은화개장터,비비큐 빨리들 시켜드세요. 사장이 30000원 받는다던데 ㅋㅋ
1157,woo_0110,흐에
1158,dltmdals0929,떡볶이 시켰다 ㄷㄷㄷㄷㄷ
1159,ugaba1104,오늘이었구낭
1160,moriya0,담원이 거지구단인데 너구리 ㅋㅋㅋㅋㅋㅋㅋ 풉
1161,뜨끈한국밥한그릇,엄대엄
1162,lsrrokmv,3꽉 가보자~
1163,a5sb,오늘 꽉수빈에 강x현
1164,늘미소한,젠지 화이팅!!!!!!!!
1165,zzzzak728,호식이 vs 페리카나  치킨 추천좀 ㅇㅇ
1166,게임프랜드,오늘 젠담인데 왜 젠민이는 안보이는데 왜 담민이는 항상 보이냐?
1167,지는꽃,광고 진짜 개많이트네
1168,책읽자책읽어,상성상 젠지가 더 강하긴 해
1169,4260sungg,젠지 3:1
1170,메론밀키스,류 그만 좀 죽여...
1171,카롱단_조하영,니네 상대 티원 아니고 무적함대 젠지다
1172,qeunho,ㄷㄱㄷㄱ 재밌겠네
1173,vinh0988lol,geng bế mấy thg nhóc dk
1174,nomchinese,류 또 죽
1175,반짱,안녕하세요 담갈 쳐발리고 담민이들 부들대는거 보러왔습니다 ^^
1176,왕만두조아,롤판진리 LCK : 10개의 팀이 엎치락 뒤치락하다 담원이 우승하는 리그
1177,UselessnessMan,블라인드 픽 부활시켜 제발
1178,tomc9,3ㄷ0은 좀
1179,진짜몰라서물음,대 재 석
1180,진존게못,무조건 젠지지
1181,growtallersong,시이이이이이작~~~ 하겠습니다~~~~~~
1182,3급기관사,담기는 너구리부터 데려온뒤에 결승생각하자^^
1183,평화로운가이드,류는 계속 죽네
1184,헬로우181818,팩트 - T1도 젠지보다 담원에게 관심있다
1185,엔난나,"""2"""
1186,엔케이1342,2
1187,스마일천사,5꽉 가즈아~
1188,쿠팡팡쿠,콩콩2
1189,sbean04,ㅋㅋㅋ 담원이 머가쌔노 탑 봇 질질새는데
1190,귤먹는오리,2
1191,비에고_,2
1192,허니챈,하나 둘 셋 콩 두 파이팅!
1193,scienpr,강퀴 + 6수빈 ㄱㄱ
1194,blackrobot7388,코돈빈 감독으로라로 우승해보자
1195,아다다다가,제발 오늘 5꽉가보자
1196,시구니쳐,바론 갱플궁 ㅋㅋㅋㅋㅋ
1197,헤에운,굿즈도 안사는 애들이 3만원 타령 ㅋㅋ
1198,scy1018,t1팬이라서 젠지가 올라오길 빈다
1199,금빛인장,9440
1200,cuatran201,có ai việt nam k
1201,gnoejhy,2
1202,tictvhtw,바베큐 그닥
1203,zzimh,"페이커가 낳냐??? 쵸비거 낳냐,??"
1204,isangeon123,다음주 토요일 그미드 훌쩍훌쩍좀 시켜줘라 쵸비야
1205,조영남은화개장터,젠지가 정배아님?
1206,왜아이디로메인은안됨,아니 광고를 연속 세번을 맞네
1207,gkslgksmfdl,담원은 어차피 결승 못 감..
1208,zzzzak728,치킨은 처갓집이지... ㅇㅈ?
1209,골드마트,큰거온다
1210,jwymj129,이블린 눈나 ㅗㅜㅑ
1211,MILINAE88,오늘 강퀴 + 6수빈 = 5꽉
1212,topgod921,악
1213,sungmin980720,ㅈ밥대전 드가쟤
1214,아이어아이어에,엄대엄은 젠VS티고 젠VS담은 젠지가 쳐바르겠지 ㄴㅋㅋㅋㅋ
1215,김떡봉,호 버 호 버
1216,로제떡볶이의무덤,바론 갱플궁 언재나온경기임?
1217,bgj100point,아니 광고 머냐?
1218,myung0303,아 광고 ㄹㅇ;;
1219,모쿠마,젠지가?
1220,rich100sooo,피글렛 그래서 지금 여론 어떰
1221,crackersbell,hiiii
1222,poket77,젠지 정배 맞음
1223,지존짭세,속보 담원 너구리 재계약
1224,choiwill,@왕만두조아 엎치락 뒤치락? 전승 t1은 머지
1225,freetempo5,광고가 무슨 연속 세번이야
1226,에따봉,쵸비봐줄래?
1227,tlsql623,윤수빈 진짜 개이쁘다 진짜
1228,dgw1914,ㅇㅇ 젠지가 정배
1229,운석3240,몇시에 시작하나요?
1230,gimotti0070,노래 너무 좋당
1231,marill671,쵸없젠>>>>>> 담원
1232,린가두,봐줄래?
1233,슈퍼만쥬,다 티원이냐
1234,게임프랜드,롤갤 터진다 오늘!
1235,dwggod,티원은 완전체 젠지 무서워서 벌벌 떨고있겠네 ㅋㅋㅋㅋㅋ
1236,tomc9,2ㄷ0으로 개바른 팀을 왜 신경쓰냐
1237,growtallersong,광고 너무한거 아니냐
1238,ribw1993,ㅎㅇ
1239,왕만두조아,LCK : 10개의 팀이 2달간 엎치락 뒤치락 하다 결국 담원이 우승하는 리그
1240,엔케이1342,쵸비 갈리오ㅗㅜㅑ
1241,dltmdals0929,낳냐가 아니라 낫냐 븅아
1242,솔져22,처갓집 트러플슈프림 ㄱㄱ
1243,koreankimchneon,쵸오오오비
1244,sbean04,담원이 젠지보다 못하니까 관심이있겠지 ㅋㅋㅋㅋㅋㅋㅋ
1245,얏콜,담원팬특)자기들경기 있는날에도 응원할 생각보단 그팀 소환해서 깔 생각뿐..
1246,arol_01,뭔 낳냐임 낫다가 맞음
1247,대학학대,정보)코돈빈은 선수로 우승 한 적이 있다
1248,Neptune_3300,let's go geng
1249,thefrlst,사실상 결승전
1250,chukbogi1,지금 시켰다 젠지 홧팅
1251,감귤찬,무빙
1252,그림자의달,갈리오는 쵸빈가?
1253,heypq,광고 ㄹㅇ 뭐냐
1254,곰탱이밤탱이,파리바게뜨 포장이나 해라 얘들아. 설마 놓친거 아니지?
1255,wjdthdgml3,울 담원 화이팅
1256,googichan1020,젠지 ㄷㄱㅈ
1257,calintz304,소인이 인터뷰 기대된다
1258,한국파피,담원이 이기면 좋겠지만 불안한건 매한가지 인거 같아요
1259,요리하는_문지기,시작언제임?
1260,astemae,5꽉 가보자
1261,조영남은화개장터,처갓집 맛있음?
1262,naw1228,시작한다
1263,얄탁꾸리,큰거 맞긴함?
1264,변격동사,선거방송 온
1265,닥터페퍼개꿀맛,아 광고좀 그만하라고
1266,mingy1234,피글렛 여론 ㅇㅈㄹ 펨코도태남새기 ㅋㅋ
1267,깨문다람쥐,버돌 너구리올까봐 정신차렸다 긴장해라
1268,메인라인,16 서머 결승 5세트일걸요
1269,minjoon414,족발 먹어야지
1270,채팅방관리,약자대전 시작인가
1271,lalaland_112,아무나 이겨라 차피 티원한테 안되는데
1272,kkoook2,성캐다
1273,전절,지금 시작
1274,x_oxek,티원 담원올라올까봐 불안해서 보러온거봐 ㅋㅋㅋㅋ
1275,ugaba1104,하나남은 과자 꺼낸다 딱대
1276,rkotomb,대퍼팀 ㄷㄷ
1277,gunwoo731,쇼메이커 퇴물인가요?
1278,zzzzak728,근데 어차피 우승은 담원 아니냐? ㅋㅋ
1279,흰색난쟁이,무한광고무냐
1280,하얀모래,맛있음
1281,빡고에요,롤알못 진짜 많네 ㅋㅋ;
1282,응애독타,담원이 우승후보?
1283,freetempo5,광고 오래도 쳐 나오네 ㅋㅋㅋㅋㅋㅋㅋㅋ
1284,qudrb6989,2등 결정전
1285,gimotti0070,쵸오비상
1286,tjdals042,젠지가 이김 ㅇㅇ
1287,megatrone54,챠ㅑㅑㅑㅑㅑㅑㅑ비
1288,lyhoya,"우승후보""였던"""
1289,순응_,현실에도 요들이있네
1290,choiwill,였던 ㅋㅋㅋ 과거형
1291,푸와크,큰 거 온 다
1292,ReedingSheep,제발 힘내자 젠지
1293,dRiCiRis,에헤헤 담원 기대해~
1294,버너스,젠지가 뭔 슈퍼팀이여
1295,평화로운가이드,트위치 요즘 들어 광고 너무 많네
1296,이름없당,bbq 맛있음
1297,sungmin980720,담원이 언제부터 우승후보였나요?
1298,시간콜,지발 이기자 ㅉㅉㅉ~
1299,김떡봉,개 잘 빨 아
1300,꼬오북이,티원팬은 편하게 봐야징~
1301,realpurple04,5꽉 가자
1302,poket77,오늘은 큰거 맞지? 치킨 시켜도 되는거냐??
1303,myjgh1231,상대전적 2:0 ㅋㅋㅋㅋㅋㅋㅋㅋ
1304,곰탱이밤탱이,BBQ 후원인데 처갓집 얘기하고 자빠졌냐 얘들아 눈치좀 챙겨라
1305,silersiler,캐니언~~
1306,koreankimchneon,제엔지잉
1307,허니챈,브리온??
1308,saehyeon4825,담원이 우승후보인건 좀 에바지
1309,모자상백환,담트콩 컷!
1310,진영홍,플레이메이킹퀘이쿼ㅓㅓㅓㅓㅓㅓㅓㅓ
1311,골드마트,5시 시작이니 광고하지 바보탱아
1312,무과금시청자임,담미니들 한잔해~
1313,bluesky895,응 케니언게이밍 광탈
1314,l_k_l_k,브리온 징크스 ㅋㅋㅋㅋㅋㅋㅋㅋ
1315,시구니쳐,이상할 만큼 브리온에 약한 팀 ㅋㅋㅋㅋㅋㅋ
1316,ujun0248,큰거온다 얘들아 치킨 미리 시켜나
1317,조영남은화개장터,트수믿고 처갓집 시킨다 맛없으면 책임져라
1318,calintz304,양빠끄 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1319,천랑성운,빠끄 또 하네
1320,혜브이,빠-끄
1321,요랑요한,?
1322,뎃챠,빠끄
1323,jwymj129,양대인 또 저러네 ㅋㅋㅋ
1324,왕만두조아,LCK : 10개의 팀이 2달간 엎치락 뒤치락 하다 결국 담원이 우승하는 리그
1325,moriya0,고장난 판독기 담원 ㅋ 약팀에도 진다 이제 !
1326,일치로_,@thefrlst 이거 2021 롤드컵때 티담전에서 ㅇㅈㄹ했다가 edg한테 졌잖음 ㅋㅋㅋ
1327,sackmms,쭙쭙 잘빠네 ㅎㅎ
1328,naw1228,제발 가볍게 떡먹이고 올라가자
1329,진_미켈센,브리온 도르 ㅋㅋㅋㅋㅋㅋ
1330,dhgn0930,젠지가 3대1승
1331,jpopstar,빠끄 ㅋㅋㅋㅋ
1332,y04091,응 담원 t1 한테 2대떡 당했어 케니언 게이밍이 어딜 ㅋㅋ 버스메이커 실력이나 늘려나 ㅋㅋ
1333,아르토리아크,버 스 메 이 커~~~~~~~
1334,손이커,캐니언 '해줘'
1335,얄탁꾸리,건물지린다 ㄷ
1336,oinkoink425,5꽉 ㄱㄱ
1337,닥터페퍼개꿀맛,제발 광고 좀 그만해
1338,무지렁이먹는수달,재밌겠다 5꽉가자
1339,lalaland_112,차피 티원 우승인데 아무나 이겨라
1340,lksck12,자
1341,14239,양대인의 플옵 ㄷㄷ
1342,딸기우유맛하리보,한다한다
1343,freetempo5,또 담원의 시대 (울컥) 하나 ?
1344,yomadayo,양 빠끄 손모양 여전하누 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1345,딩밍이,티원 팝콘 뜯는중
1346,showmaker_kkens_chovy,담원기아 파이팅!!!
1347,빡고에요,고점 담원이 고점 젠지 보다 무서운데 젠지 압승은 뭔;
1348,pakasup,빠끄
1349,guestrust,브리온 징크스 탈출도르 ㅋㅋ
1350,썩음감자,쵸비대  쇼메   ㅈㄴ기대
1351,calytine,오늘이 2위 결정전 인가요?
1352,샤크티비2,빠끄
1353,blackrobot7388,돈빈이형 가즈아ㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏ
1354,bch7005,눈나ㅏㅏㅏㅏㅏㅏㅏ
1355,pjw0425gp,뭔 처갓집이야 bbq지 치킨은 확그냥 ㅋㅋㅋ
1356,대입구,빠끄
1357,게임좀켜세요,빠
1358,nomchinese,^빠끄^
1359,qopals,한쪽은 강팀이라기는.....
1360,skqlaoemq122,빠끄 ㅋㅋㅋ
1361,gkslgksmfdl,담원 오늘 멸망 ㅋ ㅋ
1362,김리타입니다,큰거온다
1363,rlwl1212,도란아 버돌한테 지면 안된다
1364,엔케이1342,체갑차이가 좀 나긴 하는데
1365,디바1인,빠끄ㅋㅋㅋㅋㅋ
1366,아이셔소다맛,쇼오오메이커! 플레이메이킹 메이커!!!!!!!
1367,빠나나썅,이번 경기는 탑이 제일 중요한가??
1368,탐욕아님,담민vs쵸비맘 ㄷㄷ
1369,clienteshoon,담민이컷
1370,googichan1020,담민이들기대 존나하내 설레발
1371,웨더1,가즏아
1372,dRiCiRis,뭐 불안해서 보러왓냐 꿀잼이니까 보러왓지 ㅋㅋㅋ
1373,ky1325,큰거 왔다
1374,원시젤리,드가자 드가자~
1375,dgw1914,아무리 억까해도 젠지가 정밴 건 맞잖아
1376,중동용병,빠-크
1377,정똬여니,교촌드가자
1378,toruin,누가이기든 5꽉 가자 오늘은 치킨시켰다
1379,holycys,^빠끄^
1380,lkm000212,장 언제열려요
1381,지뢰찾기초보,^빠끄^
1382,chukbogi1,셔메이커 쁠레이메이큉메이켜!!!!
1383,여러상아,와 젠담!
1384,음식평론가공혁준,드걔쟤~
1385,scienpr,그랑서울
1386,엠아투엥,ㅋㅋ 담원 싫어하는 사람 많네
1387,mulrocket_1557,^빠끄^ 양대인
1388,쨴니,캐니언 화이팅!!!!
1389,김떡봉,0.7ㅐ니언
1390,lbs0620,담트콩딱 대ㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌ
1391,lsrrokmv,운동가는데 맥주마렵네 아 ㅋㅋ
1392,오른장인유망주,ㄷㄷ
1393,theyrmad12,해빙색스
1394,zzangho0514,오늘 개재밌겠당
1395,페퍼칠리,큰 거 온ㄷ ㅏ
1396,모자상백환,그저 빠--끄 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1397,zzzzak728,지금 담원이 4시즌째 우승 아님? ㅋㅋ
1398,junyoung2002,작은거 드가자 드가자
1399,도파가221,나무경영아카데미 ㄷㄷ
1400,게임프랜드,건물 이쁘다
1401,스트라이커는낭만이야,드가자~~
1402,붕딹,작은거온다
1403,진짜몰라서물음,정배가 많은걸 보니 역배에 좀 걸어야겠으~
1404,astr0boss,catJAM
1405,아필락,담원 우승 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1406,망고망고71,어제도 이떄쯤에 치킨시켜서 다리하나먹고 방송끝났는데 오늘은 아니겠지..?
1407,대학학대,담원이 브리온에 약한게 아니라 쇼메가 라바에 약한거 아님?
1408,chodudtjr,작은거 온다!
1409,귀염둥이마루쉐,준우승 결정전 ^^
1410,bluesky895,응 케니언게이밍 광탈ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1411,브라움질리언왁싱,중간거 왔다
1412,트통령을꿈꿨던남자조강현,무관 중 최강과 무관중 최강의 대결!
1413,캔스톤,해설진 개좋다
1414,whdtjr3301,쵸오오오오비이이이
1415,rkotomb,성동퀴 ㄷㄷ
1416,만능두부,나이스 고릴라 없다
1417,iamboy2000,성캐 5꽉가자
1418,dangerousmanlee,캬 성동퀴
1419,leewh00828,굿바이. 담원
1420,감자모닝,보고싶다
1421,하경잇,드가자
1422,왕만두조아,LCK : 10개의 팀이 2달간 엎치락 뒤치락 하다 결국 담원이 우승하는 리그 ㄹㄹ
1423,jju2799,t1 방송중임
1424,x_oxek,티원 롤챔스 4강딱 아직도 기억에 남는다 ㅋㅋㅋㅋ
1425,골드마트,BBQ회장: 치킨값 3만원이 적당해
1426,시구니쳐,성캐!성캐!성캐!성캐!성캐!
1427,클모춘장핡쏘쓰,성퀴동
1428,sbean04,ㅋㅋㅋㅋ lck에서 bbq 광고하는거랑 뭔상관이냐
1429,아리카씨,롤갤발 드립 너무 보인다
1430,ron998777,큰 서 온다
1431,gunwoo731,젠지 선수들 화이팅입니다
1432,UselessnessMan,강 팀 준 ! 강 팀 준 ! 강 팀 준 !
1433,요랑요한,성동퀴다
1434,빠끈쌔끈핑키옹알,시청자 1100명실화??
1435,키가작은미드,성동퀴
1436,_캬아,드가자~~~~~
1437,yd050213,클텝 어디감??
1438,strawberrybl0ss0m,준성강
1439,roseknife1207,오늘 강퀴다 5꽉간다 이거 ㅋㅋㅋ
1440,유니스트학고남,성퀴동 ㄷㄷ
1441,myjgh1231,동준좌 싱글벙글
1442,밀가스트,적당한거 온다
1443,rrrrrrrr1e,ㄷㄱㅈ
1444,돈돈돈돈돈,아싸 강퀴다
1445,kk126666,오우 성동퀴!!
1446,에따봉,성동퀴
1447,mami0602,2000명실화누?
1448,팥죽닭죽,젠지가 이김 젠지는 2등이 딱이라
1449,헬로우181818,쵸맘도 담민이 혐오함 ㄹㅇㅋㅋ
1450,행란,해설진 라인업만봐도 5꽉 갈 것 같다
1451,whddls1225,문열어
1452,prock4619,광고좀 그만쳐넣어라진짜
1453,진흑떡,중간거온다!
1454,카롱단_조하영,응 너네 감독 양대인
1455,twitch_yoyop1,롤파크 왜캐 이쁨?
1456,곰탱이밤탱이,강쿠와 윤수빈의 조합은 뭐다?
1457,꼬오북이,담민이들 오늘 디지게 털리겠네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1458,asdf79513,꽉퀴 6수빈 조합?
1459,naw1228,^쵸없젠^
1460,moriya0,양대인의 허리돌림보고 담원 빨수 있냐 ?
1461,gimotti0070,강퀴 성승헌 고릴라
1462,얄탁꾸리,댜황섴 ㄷㄷ;;
1463,Maksito_Sugar,GO GG
1464,파솔솔,치맥 주문왔다ㅋㅋㅋ 꿀잼 가즈아!!
1465,샤코,오늘 퀴형 수빈눈나면 5꽉 아님?
1466,koreankimchneon,성퀴동
1467,ujun0248,캬  해설 좋노
1468,구기러너,크
1469,깨문다람쥐,역배지 이건
1470,dRiCiRis,티원팬들은 팝콘들고 잇죠? ㅋㅋㅋ
1471,게임좀켜세요,오늘 세체미 결정전인가 ㄷㄷ
1472,lietooth2,3Rhkr rkqhwk
1473,magirang,미드 키 작은거 온다 ㄷㄷㄷ
1474,akan0123,오늘 5꽉이네
1475,팟하,와 오늘 해설 개좋네
1476,romekings,김동준행복사
1477,dgw1914,5꽉 드가자
1478,1번뽑았습니다,문열어
